isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,1 year,3 year,5 year
IE00BF1B7272,SPDR MSCI All Country World UCITS ETF USD Hedged (Acc),SPP2,65.0,equity,USD,Ireland,True,Accumulating,0.17,2280.0,MSCI ACWI (USD Hedged),,+3.81%,+52.59%,+78.81%
IE00BF1B7389,SPDR MSCI All Country World UCITS ETF EUR Hedged (Acc),SPP1,1027.0,equity,EUR,Ireland,True,Accumulating,0.17,2280.0,MSCI ACWI (EUR Hedged),SPP1.DE,+14.23%,+57.93%,+60.53%
IE00BF20LF40,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc),2B72,522.0,equity,EUR,Ireland,False,Accumulating,0.15,224.0,MSCI Europe Mid Cap,2B72.DU,+19.98%,+46.96%,+53.01%
IE00BF2B0K52,Franklin EM Multi-Factor Equity UCITS ETF USD,FLXE,54.0,equity,USD,Ireland,False,Accumulating,0.3,291.0,LibertyQ Emerging Markets Equity,FLXE.BE,+20.28%,+48.07%,+41.21%
IE00BF2B0P08,Franklin U.S. Equity UCITS ETF,FLXU,56.0,equity,USD,Ireland,False,Accumulating,0.2,211.0,Franklin US Equity,FLXU.DE,+3.73%,+35.03%,+78.67%
IE00BF4G6Y48,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREG,4989.0,equity,USD,Ireland,False,Accumulating,0.25,667.0,JP Morgan Global Research Enhanced Index Equity (ESG),JREG.BE,+3.08%,+51.39%,+81.86%
IE00BF4G6Z54,JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREM,1697.0,equity,USD,Ireland,False,Accumulating,0.35,371.0,JP Morgan Global Emerging Markets Research Enhanced Index Equity (ESG),JREM.DE,+26.06%,+46.38%,+21.50%
IE00BF4G7076,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREU,8845.0,equity,USD,Ireland,False,Accumulating,0.2,240.0,JP Morgan US Research Enhanced Index Equity (ESG),JREU.DE,-0.62%,+55.01%,+91.16%
IE00BF4G7183,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),JREE,2805.0,equity,EUR,Ireland,False,Accumulating,0.23,142.0,JP Morgan Europe Research Enhanced Index Equity (ESG),JREE.DE,+13.92%,+44.42%,+74.21%
IE00BF4RFH31,iShares MSCI World Small Cap UCITS ETF,IUSN,6501.0,equity,USD,Ireland,False,Accumulating,0.35,3473.0,MSCI World Small Cap,IUSN.BE,+10.36%,+34.90%,+43.03%
IE00BF5DXP42,First Trust Indxx Innovative Transaction & Process UCITS ETF Acc,02F0,44.0,equity,USD,Ireland,False,Accumulating,0.65,101.0,Indxx Blockchain,02F0.BE,+9.74%,+55.86%,+72.24%
IE00BF92LR56,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (USD),5HED,5.0,equity,USD,Ireland,False,Accumulating,0.75,98.0,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector,,-7.01%,+5.90%,+31.71%
IE00BF92LV92,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (EUR),5HEE,7.0,equity,EUR,Ireland,False,Accumulating,0.75,98.0,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector,5HEE.DU,-6.98%,+5.90%,+31.78%
IE00BFD26097,First Trust IPOX Europe Equity Opportunities UCITS ETF Acc,IPXE,2.0,equity,EUR,Ireland,False,Accumulating,0.65,100.0,IPOX® 100 Europe,,+2.73%,+43.19%,-
IE00BFD2H405,First Trust Cloud Computing UCITS ETF Acc,SKYE,388.0,equity,USD,Ireland,False,Accumulating,0.6,64.0,ISE Cloud Computing,SKYE.AS,-23.43%,+55.97%,+6.16%
IE00BFMNHK08,Xtrackers MSCI Europe ESG UCITS ETF 1C,XZEU,1063.0,equity,EUR,Ireland,False,Accumulating,0.2,209.0,MSCI Europe Low Carbon SRI Selection,XZEU.BE,+1.46%,+30.73%,+50.27%
IE00BFMNPS42,Xtrackers MSCI USA ESG UCITS ETF 1C,XZMU,8099.0,equity,USD,Ireland,False,Accumulating,0.15,249.0,MSCI USA Low Carbon SRI Selection,XZMU.BE,+0.11%,+57.35%,+88.95%
IE00BFMXVQ44,Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,VMIG,833.0,equity,GBP,Ireland,False,Accumulating,0.1,250.0,FTSE 250,VMIG.BE,+10.91%,+29.98%,+29.44%
IE00BFMXXD54,Vanguard S&P 500 UCITS ETF (USD) Accumulating,VUAA,25752.0,equity,USD,Ireland,False,Accumulating,0.07,502.0,S&P 500®,VUAA.BE,-0.63%,+54.73%,+89.01%
IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,VUKG,2657.0,equity,GBP,Ireland,False,Accumulating,0.09,100.0,FTSE 100,VUKG.BE,+18.23%,+48.85%,+91.48%
IE00BFMXYX26,Vanguard FTSE Japan UCITS ETF (USD) Accumulating,VJPA,1189.0,equity,USD,Ireland,False,Accumulating,0.1,489.0,FTSE Japan,VJPA.DE,+25.29%,+62.19%,+53.73%
IE00BFMXYY33,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,VJPE,79.0,equity,EUR,Ireland,True,Accumulating,0.15,489.0,FTSE Japan (EUR Hedged),VJPE.DE,+43.61%,+121.37%,+131.74%
IE00BFMXZJ56,Vanguard FTSE Japan UCITS ETF USD Hedged Accumulating,VJPU,51.0,equity,USD,Ireland,True,Accumulating,0.15,489.0,FTSE Japan (USD Hedged),VJPU.BE,+29.44%,+112.86%,+161.72%
IE00BFNM3B99,iShares MSCI EMU Screened UCITS ETF EUR (Acc),SLMA,1441.0,equity,EUR,Ireland,False,Accumulating,0.12,209.0,MSCI EMU Screened,SLMA.BE,+13.35%,+48.64%,+70.68%
IE00BFNM3D14,iShares MSCI Europe Screened UCITS ETF EUR (Acc),SLMC,4637.0,equity,EUR,Ireland,False,Accumulating,0.12,377.0,MSCI Europe Screened,SLMC.BE,+13.17%,+45.62%,+70.13%
IE00BFNM3G45,iShares MSCI USA Screened UCITS ETF USD (Acc),SGAS,13694.0,equity,USD,Ireland,False,Accumulating,0.07,495.0,MSCI USA Screened,SGAS.BE,-1.90%,+58.40%,+86.21%
IE00BFNM3J75,iShares MSCI World Screened UCITS ETF USD (Acc),SNAW,4902.0,equity,USD,Ireland,False,Accumulating,0.2,1211.0,MSCI World Screened,SNAW.BE,+2.24%,+54.26%,+77.50%
IE00BFNM3L97,iShares MSCI Japan Screened UCITS ETF USD (Acc),SGAJ,1652.0,equity,USD,Ireland,False,Accumulating,0.15,162.0,MSCI Japan Screened,SGAJ.DE,+22.41%,+58.38%,+48.98%
IE00BFNM3P36,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),AYEM,5128.0,equity,USD,Ireland,False,Accumulating,0.18,2673.0,MSCI Emerging Markets IMI Screened,AYEM.BE,+24.12%,+48.53%,+25.86%
IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF EUR,ZPRL,34.0,equity,EUR,Ireland,False,Accumulating,0.3,101.0,EURO STOXX® Low Risk Weighted 100,ZPRL.BE,+15.74%,+42.17%,+49.54%
IE00BFWXDV39,Franklin FTSE Asia ex China ex Japan UCITS ETF,FVSJ,550.0,equity,USD,Ireland,False,Accumulating,0.14,756.0,FTSE Asia ex Japan ex China,FVSJ.DE,+32.08%,+55.50%,+57.67%
IE00BFXR5Q31,L&G US Equity UCITS ETF,ETLS,1003.0,equity,USD,Ireland,False,Accumulating,0.05,418.0,Solactive Core United States Large & Mid Cap,ETLS.BE,-1.02%,+56.57%,+85.26%
IE00BFXR5R48,L&G UK Equity UCITS ETF GBP Acc,XML4,180.0,equity,GBP,Ireland,False,Accumulating,0.05,77.0,Solactive Core United Kingdom Large & Mid Cap,XML4.BE,+17.17%,+47.54%,+90.91%
IE00BFXR5S54,L&G Global Equity UCITS ETF,ETLQ,907.0,equity,USD,Ireland,False,Accumulating,0.1,1389.0,Solactive Core Developed Markets Large & Mid Cap,ETLQ.BE,+3.45%,+53.09%,+78.37%
IE00BFXR5T61,L&G Japan Equity UCITS ETF,ETLR,717.0,equity,USD,Ireland,False,Accumulating,0.1,300.0,Solactive Core Japan Large & Mid Cap,ETLR.BE,+23.48%,+62.28%,+54.29%
IE00BFXR5V83,L&G Europe ex UK Equity UCITS ETF,ETLN,902.0,equity,EUR,Ireland,False,Accumulating,0.1,328.0,Solactive Core Developed Markets Europe ex UK Large & Mid Cap,ETLN.BE,+13.54%,+45.08%,+67.53%
IE00BFXR5W90,L&G Asia Pacific ex Japan Equity UCITS ETF,ETLK,669.0,equity,USD,Ireland,False,Accumulating,0.1,144.0,Solactive Core Developed Markets Pacific ex Japan Large & Mid Cap,ETLK.BE,+9.87%,+22.30%,+36.26%
IE00BFY0GT14,SPDR MSCI World UCITS ETF,SPPW,13871.0,equity,USD,Ireland,False,Accumulating,0.12,1311.0,MSCI World,SPPW.BE,+3.27%,+52.21%,+78.09%
IE00BFYN8Y92,HANetf EMQQ Emerging Markets Internet UCITS ETF,EMQQ,125.0,equity,USD,Ireland,False,Accumulating,0.86,52.0,EMQQ The Emerging Markets Internet ESG-Screened,EMQQ.BE,-13.70%,+5.35%,-50.77%
IE00BFZXGZ54,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,EQQB,3270.0,equity,USD,Ireland,False,Accumulating,0.3,101.0,Nasdaq 100®,EQQB.DU,-1.17%,+80.53%,+86.67%
IE00BG04LZ52,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,XD9C,285.0,equity,CHF,Ireland,True,Accumulating,0.12,544.0,MSCI USA (CHF Hedged),,+12.50%,+65.46%,+77.68%
IE00BG04M077,Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,XD9E,544.0,equity,EUR,Ireland,True,Accumulating,0.12,544.0,MSCI USA (EUR Hedged),XD9E.BE,+9.44%,+60.18%,+59.97%
IE00BG0J4C88,iShares Digital Security UCITS ETF USD (Acc),L0CK,1351.0,equity,USD,Ireland,False,Accumulating,0.4,110.0,STOXX® Global Digital Security,L0CK.BE,-13.01%,+38.86%,+34.58%
IE00BG0SKF03,iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),5MVL,1097.0,equity,USD,Ireland,False,Accumulating,0.4,167.0,MSCI Emerging Markets Select Value Factor Focus,,+39.41%,+90.86%,+79.66%
IE00BG36TC12,Xtrackers MSCI Japan ESG UCITS ETF 1C,XZMJ,2963.0,equity,USD,Ireland,False,Accumulating,0.2,92.0,MSCI Japan Low Carbon SRI Selection,XZMJ.BE,+18.13%,+56.54%,+38.93%
IE00BG370F43,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,XZEM,1561.0,equity,USD,Ireland,False,Accumulating,0.25,332.0,MSCI Emerging Markets Low Carbon SRI Selection,XZEM.BE,+18.51%,+36.92%,+4.79%
IE00BG482169,Invesco Preferred Shares UCITS ETF A,PRAC,64.0,equity,USD,Ireland,False,Accumulating,0.5,256.0,BofA Merrill Lynch Diversified Core Plus Fixed Rate Preferred Securities,PRAC.DE,-8.92%,-2.91%,+1.08%
IE00BGHQ0G80,Xtrackers MSCI AC World Screened UCITS ETF 1C,XMAW,5118.0,equity,EUR,Ireland,False,Accumulating,0.25,1880.0,MSCI ACWI Select Screened,XMAW.BE,+4.84%,+52.05%,+67.79%
IE00BGL86Z12,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IEVD,401.0,equity,USD,Ireland,False,Accumulating,0.4,89.0,STOXX® Global Electric Vehicles & Driving Technology,IEVD.BE,+16.40%,+30.15%,+28.98%
IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,XAIX,6023.0,equity,USD,Ireland,False,Accumulating,0.35,89.0,Nasdaq Global Artificial Intelligence and Big Data,XAIX.BE,+3.36%,+109.19%,+92.47%
IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,XMOV,146.0,equity,USD,Ireland,False,Accumulating,0.35,65.0,Nasdaq Global Future Mobility,XMOV.BE,+14.55%,+79.80%,+67.41%
IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,XDND,112.0,equity,USD,Ireland,False,Accumulating,0.39,183.0,MSCI North America High Dividend Yield,XDND.BE,+3.70%,+27.85%,+67.39%
IE00BH4GPZ28,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),SPPY,4269.0,equity,USD,Ireland,False,Accumulating,0.03,235.0,S&P 500 Scored & Screened Leaders,SPPY.BE,+1.88%,+61.06%,+97.71%
IE00BHJYDT11,Invesco Variable Rate Preferred Shares UCITS ETF A,VPAC,5.0,equity,USD,Ireland,False,Accumulating,0.5,303.0,Wells Fargo Diversified Hybrid and Preferred Securities Floating and Variable Rate,,-6.28%,+11.20%,+23.74%
IE00BHXMHL11,UBS S&P 500 Scored & Screened UCITS ETF USD acc,4UBQ,1726.0,equity,USD,Ireland,False,Accumulating,0.1,314.0,S&P 500 Scored & Screened,,+1.64%,+56.95%,+97.42%
IE00BHXMHN35,UBS S&P 500 Scored & Screened UCITS ETF hCHF acc,5ESGS,321.0,equity,CHF,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (CHF Hedged),,+16.76%,+67.72%,+92.12%
IE00BHXMHQ65,UBS S&P 500 Scored & Screened UCITS ETF hEUR acc,S5SG,960.0,equity,EUR,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (EUR Hedged),S5SG.BE,+13.16%,+62.91%,+73.53%
IE00BHZPJ015,iShares MSCI EMU ESG Enhanced CTB UCITS ETF EUR (Acc),EDM4,2801.0,equity,EUR,Ireland,False,Accumulating,0.12,204.0,MSCI EMU ESG Enhanced Focus CTB,EDM4.BE,+14.25%,+47.87%,+69.88%
IE00BHZPJ239,iShares MSCI EM ESG Enhanced CTB UCITS ETF USD (Acc),EDM2,7415.0,equity,USD,Ireland,False,Accumulating,0.18,1046.0,MSCI Emerging Markets ESG Enhanced Focus CTB,EDM2.BE,+25.30%,+47.25%,+20.50%
IE00BHZPJ452,iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Acc),EDMJ,1133.0,equity,USD,Ireland,False,Accumulating,0.15,174.0,MSCI Japan ESG Enhanced Focus CTB,EDMJ.BE,+23.15%,+57.20%,+47.16%
IE00BHZPJ569,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EDMW,4313.0,equity,USD,Ireland,False,Accumulating,0.2,1124.0,MSCI World ESG Enhanced Focus CTB,EDMW.BE,+2.27%,+46.52%,+67.20%
IE00BHZPJ783,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Acc),EDM6,1708.0,equity,EUR,Ireland,False,Accumulating,0.12,372.0,MSCI Europe ESG Enhanced Focus CTB,EDM6.BE,+13.44%,+42.86%,+64.58%
IE00BHZPJ908,iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Acc),EDMU,6992.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA ESG Enhanced Focus CTB,EDMU.BE,-3.29%,+47.84%,+70.65%
IE00BHZRQY00,Franklin FTSE Brazil UCITS ETF,FLXB,75.0,equity,USD,Ireland,False,Accumulating,0.19,73.0,FTSE Brazil 30/18 Capped,FLXB.BE,+37.31%,+47.42%,+62.41%
IE00BHZRQZ17,Franklin FTSE India UCITS ETF ,FLXI,1464.0,equity,USD,Ireland,False,Accumulating,0.19,270.0,FTSE India 30/18 Capped,FLXI.BE,-6.51%,+27.48%,+48.70%
IE00BHZRR030,Franklin FTSE Korea UCITS ETF,FLXK,2152.0,equity,USD,Ireland,False,Accumulating,0.09,152.0,FTSE Korea 30/18 Capped,FLXK.BE,+111.21%,+105.98%,+60.25%
IE00BHZRR147,Franklin FTSE China UCITS ETF,FLXC,1367.0,equity,USD,Ireland,False,Accumulating,0.19,997.0,FTSE China 30/18 Capped,FLXC.BE,+7.81%,+15.87%,-25.34%
IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,XDWD,16437.0,equity,USD,Ireland,False,Accumulating,0.12,1454.0,MSCI World,XDWD.BE,+3.18%,+51.75%,+76.86%
IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,XD9U,9078.0,equity,USD,Ireland,False,Accumulating,0.07,544.0,MSCI USA,XD9U.BE,-1.31%,+54.76%,+82.99%
IE00BJ38QD84,SPDR Russell 2000 US Small Cap UCITS ETF,ZPRR,4213.0,equity,USD,Ireland,False,Accumulating,0.3,1929.0,Russell 2000®,ZPRR.BE,+3.13%,+27.28%,+24.58%
IE00BJ5CMD00,Goldman Sachs ActiveBeta® Emerging Markets Equity UCITS ETF CLASS USD (Acc.),GACB,12.0,equity,USD,Ireland,False,Accumulating,0.49,750.0,Goldman Sachs ActiveBeta Emerging Markets Equity,GACB.BE,+23.40%,+47.27%,+28.55%
IE00BJ5CNR11,Goldman Sachs ActiveBeta® Paris-Aligned Sustainable US Large Cap Equity UCITS ETF CLASS USD (Acc.),GACA,144.0,equity,USD,Ireland,False,Accumulating,0.14,442.0,Goldman Sachs ActiveBeta US Large Cap Equity,GACA.BE,-3.67%,+48.03%,+76.25%
IE00BJ5JPG56,iShares MSCI China UCITS ETF USD (Acc),ICGA,3404.0,equity,USD,Ireland,False,Accumulating,0.28,560.0,MSCI China,ICGA.BE,+5.69%,+14.79%,-27.88%
IE00BJGWQN72,WisdomTree Cloud Computing UCITS ETF USD Acc,WTEJ,189.0,equity,USD,Ireland,False,Accumulating,0.4,68.0,BVP Nasdaq Emerging Cloud,WTEJ.BE,-39.54%,-13.92%,-52.38%
IE00BJK9H753,JPMorgan BetaBuilders US Equity UCITS ETF (Acc),BBUS,71.0,equity,USD,Ireland,False,Accumulating,0.04,519.0,Morningstar US Target Market Exposure,BBUS.DE,-1.24%,+54.90%,+83.38%
IE00BJLKK341,iShares MSCI EMU SRI UCITS ETF EUR (Acc),AYE4,34.0,equity,EUR,Ireland,False,Accumulating,0.2,69.0,MSCI EMU SRI Select Reduced Fossil Fuels,,+8.93%,+34.89%,+46.28%
IE00BJQRDK83,Invesco MSCI World Universal Screened UCITS ETF Acc,ESGW,207.0,equity,USD,Ireland,False,Accumulating,0.19,416.0,MSCI World Universal Select Business Screens,ESGW.DE,+3.32%,+51.99%,+73.65%
IE00BJQRDL90,Invesco MSCI Europe Universal Screened UCITS ETF Acc,ESGE,171.0,equity,EUR,Ireland,False,Accumulating,0.16,297.0,MSCI Europe Universal Select Business Screens,AWESGE.SW,+13.20%,+43.64%,+66.46%
IE00BJQRDM08,Invesco MSCI USA Universal Screened UCITS ETF Acc,ESGU,2777.0,equity,USD,Ireland,False,Accumulating,0.09,331.0,MSCI USA Universal Select Business Screens,ESGU.DE,-2.96%,+52.46%,+77.14%
IE00BJQRDN15,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF Acc,IQSA,1246.0,equity,USD,Ireland,False,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor,IQSA.DE,+7.06%,+60.74%,+101.01%
IE00BJQRDP39,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc,IQSE,341.0,equity,EUR,Ireland,True,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor (EUR Hedged),IQSE.BE,+17.24%,+70.29%,+89.87%
IE00BJRCLL96,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JPGL,194.0,equity,USD,Ireland,False,Accumulating,0.19,519.0,JP Morgan Diversified Factor Global Developed (Region Aware) Equity,JPGL.DE,+7.16%,+36.80%,+72.62%
IE00BJXRT813,SPDR MSCI World Value UCITS ETF USD Unhedged (Acc),SPF4,110.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,MSCI World Value Exposure Select,,+22.25%,+59.34%,+93.74%
IE00BJXT3C94,UBS MSCI USA Socially Responsible UCITS ETF USD acc,4UBI,466.0,equity,USD,Ireland,False,Accumulating,0.19,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped,4UBI.DU,-4.15%,+42.00%,+65.61%
IE00BJXT3G33,UBS MSCI USA Socially Responsible UCITS ETF hEUR acc,4UBD,20.0,equity,EUR,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),,+6.74%,+47.33%,+45.65%
IE00BJXT3L85,UBS MSCI USA Socially Responsible UCITS ETF hCHF acc,USSRIC,31.0,equity,CHF,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,+9.15%,+50.69%,+59.22%
IE00BJZ2DC62,Xtrackers MSCI USA Screened UCITS ETF 1C,XRSM,245.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA Select Screened,XRSM.BE,-1.95%,+56.31%,+78.55%
IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,XRS2,1942.0,equity,USD,Ireland,False,Accumulating,0.3,1458.0,Russell 2000®,XRS2.BE,+3.06%,+27.16%,+24.02%
IE00BK5BC677,L&G Healthcare Technology & Innovation UCITS ETF USD Acc,XMLH,193.0,equity,USD,Ireland,False,Accumulating,0.49,62.0,ROBO Global Healthcare Technology and Innovation,XMLH.BE,+2.72%,+4.00%,-28.56%
IE00BK5BC891,L&G Clean Water UCITS ETF,XMLC,531.0,equity,USD,Ireland,False,Accumulating,0.49,61.0,Solactive Clean Water,XMLC.BE,+10.47%,+35.02%,+63.13%
IE00BK5BCD43,L&G Artificial Intelligence UCITS ETF,XMLD,1130.0,equity,USD,Ireland,False,Accumulating,0.49,52.0,ROBO Global Artificial Intelligence,XMLD.BE,+2.02%,+83.14%,+43.52%
IE00BK5BCH80,L&G Clean Energy UCITS ETF,RENW,362.0,equity,USD,Ireland,False,Accumulating,0.49,58.0,Solactive Clean Energy,RENW.DE,+50.84%,+18.89%,+8.19%
IE00BK5BQT80,Vanguard FTSE All-World UCITS ETF (USD) Accumulating,VWCE,28535.0,equity,USD,Ireland,False,Accumulating,0.19,3624.0,FTSE All-World,VWCE.BE,+5.74%,+51.46%,+69.68%
IE00BK5BQV03,Vanguard FTSE Developed World UCITS ETF Acc,VGVF,4896.0,equity,USD,Ireland,False,Accumulating,0.12,1999.0,FTSE Developed,VGVF.BE,+4.86%,+53.26%,+77.38%
IE00BK5BQW10,Vanguard FTSE North America UCITS ETF (USD) Accumulating,VNRA,2067.0,equity,USD,Ireland,False,Accumulating,0.08,584.0,FTSE North America,VNRA.DE,-0.71%,+54.60%,+83.81%
IE00BK5BQX27,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,VWCG,2171.0,equity,EUR,Ireland,False,Accumulating,0.1,524.0,FTSE Developed Europe,VWCG.BE,+14.85%,+46.92%,+73.66%
IE00BK5BQY34,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating,VERE,1178.0,equity,EUR,Ireland,False,Accumulating,0.1,426.0,FTSE Developed Europe ex UK,VERE.DE,+14.03%,+45.70%,+67.48%
IE00BK5BQZ41,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,VGEK,498.0,equity,USD,Ireland,False,Accumulating,0.15,373.0,FTSE Developed Asia Pacific ex Japan,VGEK.BE,+39.12%,+47.87%,+50.73%
IE00BK5BR626,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,VGWE,1599.0,equity,USD,Ireland,False,Accumulating,0.29,2219.0,FTSE All-World High Dividend Yield,VGWE.DE,+14.95%,+45.94%,+84.17%
IE00BK5BR733,Vanguard FTSE Emerging Markets UCITS ETF (USD) Accumulating,VFEA,1561.0,equity,USD,Ireland,False,Accumulating,0.17,2267.0,FTSE Emerging,VFEA.BE,+15.22%,+39.62%,+22.68%
IE00BK5H8015,SPDR STOXX Europe 600 SRI UCITS ETF,ZPDX,514.0,equity,EUR,Ireland,False,Accumulating,0.12,199.0,STOXX® Europe 600 SRI,ZPDX.BE,+10.04%,+44.88%,+68.63%
IE00BK72HJ67,UBS MSCI World Socially Responsible UCITS ETF USD acc,4UBH,1202.0,equity,USD,Ireland,False,Accumulating,0.19,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped,4UBH.DU,-0.77%,+41.93%,+59.36%
IE00BK72HM96,UBS MSCI World Socially Responsible UCITS ETF hEUR acc,4UB1,205.0,equity,EUR,Ireland,True,Accumulating,0.22,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),4UB1.DU,+8.35%,+49.26%,+50.70%
IE00BK72HT65,UBS MSCI World Socially Responsible UCITS ETF hCHF acc,WSRIC,276.0,equity,CHF,Ireland,True,Accumulating,0.22,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,+10.79%,+51.96%,+64.85%
IE00BK80XL30,Invesco MSCI China All Shares Stock Connect UCITS ETF Acc,MCHN,92.0,equity,USD,Ireland,False,Accumulating,0.35,400.0,MSCI China All Shares Stock Connect Select,MCHN.BE,+8.18%,+9.81%,-
IE00BKBF6616,iShares Core MSCI EMU UCITS ETF USD Hedged (Acc),SNAY,584.0,equity,USD,Ireland,True,Accumulating,0.15,224.0,MSCI EMU (USD Hedged),SNAY.MU,+5.51%,+47.36%,+101.03%
IE00BKLF1R75,WisdomTree Battery Solutions UCITS ETF USD Acc,W1TA,144.0,equity,USD,Ireland,False,Accumulating,0.4,90.0,WisdomTree Battery Solutions,W1TA.BE,+46.86%,+10.82%,+4.88%
IE00BKLTRN76,L&G MSCI Europe Climate Pathway UCITS ETF EUR Accumulating ETF,DELF,848.0,equity,EUR,Ireland,False,Accumulating,0.1,106.0,MSCI ACWI Select Climate 500 Europe Subset,DELF.DE,+10.65%,+41.22%,+61.07%
IE00BKLWY790,L&G US ESG Exclusions Paris Aligned UCITS ETF USD Accumulating,DELG,155.0,equity,USD,Ireland,False,Accumulating,0.12,440.0,Foxberry Sustainability Consensus US,DELG.DE,-0.24%,+60.02%,+83.06%
IE00BKM4GZ66,iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IS3N,30369.0,equity,USD,Ireland,False,Accumulating,0.18,2956.0,MSCI Emerging Markets Investable Market (IMI),IS3N.BE,+24.16%,+48.44%,+27.64%
IE00BKM4H197,iShares MSCI Emerging Markets Consumer Growth UCITS ETF USD (Acc),CEMG,38.0,equity,USD,Ireland,False,Accumulating,0.6,309.0,MSCI ACWI Emerging Market Consumer Growth,CEMG.BE,-6.62%,+9.37%,-12.99%
IE00BKPSFC54,iShares MSCI World Quality Dividend Advanced UCITS ETF USD (Acc),AYEG,240.0,equity,USD,Ireland,False,Accumulating,0.38,213.0,MSCI World High Dividend Yield Advanced Select,,+9.68%,+46.65%,+82.52%
IE00BKPX3K41,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Acc),IS3Z,103.0,equity,USD,Ireland,False,Accumulating,0.74,846.0,MSCI AC Far East ex Japan,,+32.36%,+49.08%,+16.62%
IE00BKSBGS44,Fidelity US Equity Research Enhanced UCITS ETF ACC-USD,FUSR,1092.0,equity,USD,Ireland,False,Accumulating,0.2,249.0,Fidelity US Equity Research Enhanced,FUSR.DE,-0.67%,+57.81%,+85.71%
IE00BKSBGT50,Fidelity Europe Equity Research Enhanced UCITS ETF ACC-Euro,FEUR,130.0,equity,EUR,Ireland,False,Accumulating,0.25,191.0,Fidelity Europe Equity Research Enhanced,FEUR.DE,+10.97%,+37.97%,+63.81%
IE00BKSBGV72,Fidelity Global Equity Research Enhanced UCITS ETF ACC-USD,FGLR,199.0,equity,USD,Ireland,False,Accumulating,0.25,527.0,Fidelity Global Equity Research Enhanced,FGLR.DE,+0.43%,+44.94%,+69.05%
